,names,scores,logfoldchanges,pvals,pvals_adj,abslfc
1725,ZNF710,122.02317,1.6837862,0.0,0.0,1.6837862
10534,PDE9A,-113.463394,-1.6832044,0.0,0.0,1.6832044
3694,MTUS2,105.49952,1.6828427,0.0,0.0,1.6828427
11217,MZT2A,-119.45034,-1.682327,0.0,0.0,1.682327
8671,C2CD4B,-66.77171,-1.6821188,0.0,0.0,1.6821188
12909,SCAF1,-122.32277,-1.6820759,0.0,0.0,1.6820759
12135,ELK1,-121.86276,-1.6820487,0.0,0.0,1.6820487
4778,COL4A2-AS2,83.60837,1.6813122,0.0,0.0,1.6813122
9192,CX3CL1,-85.37731,-1.6808007,0.0,0.0,1.6808007
11376,TMEM185A,-120.09292,-1.6803896,0.0,0.0,1.6803896
8987,ADH1A,-78.24406,-1.6801018,0.0,0.0,1.6801018
11269,TOPBP1,-119.66977,-1.6797832,0.0,0.0,1.6797832
11187,MAPK7,-119.32024,-1.6792238,0.0,0.0,1.6792238
770,PHYKPL,122.817406,1.6790992,0.0,0.0,1.6790992
10264,DLK2,-109.90647,-1.6788245,0.0,0.0,1.6788245
1690,NR2C2,122.07627,1.6788244,0.0,0.0,1.6788244
2341,SMG1,119.63672,1.6785425,0.0,0.0,1.6785425
9855,LRRC73,-102.56113,-1.6777871,0.0,0.0,1.6777871
3905,LCAT,101.39146,1.6771448,0.0,0.0,1.6771448
11439,ZNF628,-120.31752,-1.6765338,0.0,0.0,1.6765338
4635,CLEC18A,87.00259,1.6763288,0.0,0.0,1.6763288
2629,C2CD3,117.86102,1.6754366,0.0,0.0,1.6754366
1665,ATP11B,122.12075,1.6746594,0.0,0.0,1.6746594
2163,NBPF9,120.487885,1.6744069,0.0,0.0,1.6744069
11548,PPP6R1,-120.70679,-1.6742975,0.0,0.0,1.6742975
6718,MIR302CHG,15.267211,-1.6736243,1.2646707267478297e-52,1.324412621691644e-52,1.6736243
10946,PDCD11,-117.73535,-1.6735444,0.0,0.0,1.6735444
2490,LRRC28,118.84268,1.6725407,0.0,0.0,1.6725407
1826,GCFC2,121.78304,1.6725209,0.0,0.0,1.6725209
4286,ANKRD16,94.71358,1.6723601,0.0,0.0,1.6723601
12808,NCBP3,-122.28777,-1.6719705,0.0,0.0,1.6719705
1876,PIGU,121.6172,1.6710277,0.0,0.0,1.6710277
3955,GAS7,100.490906,1.6710019,0.0,0.0,1.6710019
