,names,scores,logfoldchanges,pvals,pvals_adj,abslfc
684,LRRC3B,121.113434,1.9481765,0.0,0.0,1.9481765
12988,CRIP1,-85.98568,-1.9478573,0.0,0.0,1.9478573
13711,SLC8A1-AS1,-106.87772,-1.9462507,0.0,0.0,1.9462507
14578,FLNC,-134.45673,-1.9447331,0.0,0.0,1.9447331
210,SLC9B1,131.58359,1.9427693,0.0,0.0,1.9427693
7976,CALHM5,12.601533,1.9422839,2.070794078251441e-36,2.3005203726252527e-36,1.9422839
13701,AQP6,-106.694046,-1.941799,0.0,0.0,1.941799
607,DCBLD1,122.71321,1.941702,0.0,0.0,1.941702
1758,ZNF695,103.14442,1.941646,0.0,0.0,1.941646
2324,ITGB2,94.58504,1.9411695,0.0,0.0,1.9411695
1326,GPC5,109.87885,1.9389074,0.0,0.0,1.9389074
99,IFITM3,135.23921,1.9377826,0.0,0.0,1.9377826
14218,SLC9A2,-122.10936,-1.9360303,0.0,0.0,1.9360303
2915,OVOL2,87.183586,1.9355073,0.0,0.0,1.9355073
741,TBXAS1,119.90634,1.9342707,0.0,0.0,1.9342707
1331,DPPA2,109.78157,1.9330585,0.0,0.0,1.9330585
14291,PRKAG2,-125.09124,-1.9329658,0.0,0.0,1.9329658
4913,CLDN16,59.14886,1.9329355,0.0,0.0,1.9329355
2645,DGKK,90.23784,1.9319457,0.0,0.0,1.9319457
14185,LINC00670,-121.273415,-1.9313309,0.0,0.0,1.9313309
8049,TM4SF1-AS1,11.301542,1.9308844,1.2893303309155216e-29,1.415295547169573e-29,1.9308844
13969,LINC01034,-114.3178,-1.9300174,0.0,0.0,1.9300174
9659,PDE7B,-16.053003,1.9284205,5.446406985241827e-58,6.236539684845703e-58,1.9284205
3001,ST6GAL2,85.80868,1.9279869,0.0,0.0,1.9279869
6560,KLF2,34.852314,1.9264836,3.9276370621850106e-266,5.4480719481169e-266,1.9264836
9544,MIR181A1HG,-14.267506,1.9264117,3.488357614747619e-46,3.9283091711709895e-46,1.9264117
14290,RGN,-125.06812,-1.9262813,0.0,0.0,1.9262813
14368,STK39,-127.68542,-1.9255648,0.0,0.0,1.9255648
14795,ACO2,-141.37933,-1.9246547,0.0,0.0,1.9246547
52,RAB8B,137.67184,1.9243964,0.0,0.0,1.9243964
14794,SDHA,-141.35573,-1.9243764,0.0,0.0,1.9243764
4982,SYNE4,58.34092,1.9230622,0.0,0.0,1.9230622
1585,HTRA3,105.74661,1.9228162,0.0,0.0,1.9228162
673,VIM,121.37153,1.9224006,0.0,0.0,1.9224006
14332,SCHIP1,-126.49279,-1.9223957,0.0,0.0,1.9223957
14445,BCAM,-130.33359,-1.9214983,0.0,0.0,1.9214983
159,LIMD2,133.30171,1.9213028,0.0,0.0,1.9213028
1742,PCA3,103.43374,1.9212933,0.0,0.0,1.9212933
2305,PLXNA2,94.912315,1.9198576,0.0,0.0,1.9198576
13737,KCNMB1,-107.57955,-1.9189382,0.0,0.0,1.9189382
14226,PRNP,-122.41007,-1.9157317,0.0,0.0,1.9157317
4936,ATP10D,58.88273,1.9155585,0.0,0.0,1.9155585
5229,CLMAT3,54.802696,1.914587,0.0,0.0,1.914587
11516,PWWP3B,-50.968254,-1.9128939,0.0,0.0,1.9128939
218,P3H1,131.41794,1.9110175,0.0,0.0,1.9110175
1863,MPP7-DT,101.57812,1.9100957,0.0,0.0,1.9100957
12981,DHRS9,-85.7903,-1.9097607,0.0,0.0,1.9097607
3127,GDF6,84.18724,1.9094795,0.0,0.0,1.9094795
4942,TNN,58.803356,1.908525,0.0,0.0,1.908525
14451,PPP1R13B,-130.46053,-1.9085102,0.0,0.0,1.9085102
14488,ATP5MC1,-131.60553,-1.9084233,0.0,0.0,1.9084233
1138,POU6F2,112.77081,1.9079063,0.0,0.0,1.9079063
3201,CD83,83.20752,1.9079013,0.0,0.0,1.9079013
