,GeneID,logfc_Native_CM,logfc_Early_hipsc_CM,description
1148,TBC1D4,2.8383362,-1.61401,TBC1 domain family member 4 [Source:HGNC Symbol;Acc:HGNC:19165]
1607,OBSCN,1.9479846,-2.3467941,"obscurin, cytoskeletal calmodulin and titin-interacting RhoGEF [Source:HGNC Symbol;Acc:HGNC:15719]"
1133,MT1F,-2.8658516,1.5876774,metallothionein 1F [Source:HGNC Symbol;Acc:HGNC:7398]
1537,CMKLR1,-2.0667818,2.198574,chemerin chemokine-like receptor 1 [Source:HGNC Symbol;Acc:HGNC:2121]
1362,COLCA1,-2.4178808,1.8742535,colorectal cancer associated 1 [Source:HGNC Symbol;Acc:HGNC:33789]
1545,NSG1,-2.045961,2.2146828,neuronal vesicle trafficking associated 1 [Source:HGNC Symbol;Acc:HGNC:18790]
1234,OXT,-2.6317573,1.7214915,oxytocin/neurophysin I prepropeptide [Source:HGNC Symbol;Acc:HGNC:8528]
1599,TBX1,-1.9562035,2.3125322,T-box transcription factor 1 [Source:HGNC Symbol;Acc:HGNC:11592]
1562,BMP3,-2.021394,2.2354984,bone morphogenetic protein 3 [Source:HGNC Symbol;Acc:HGNC:1070]
1296,ARHGEF37,2.5179143,-1.7834374,Rho guanine nucleotide exchange factor 37 [Source:HGNC Symbol;Acc:HGNC:34430]
1514,PYCARD-AS1,-2.127759,2.1080635,PYCARD antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:45036]
1631,MMP1,-1.8884048,2.350619,matrix metallopeptidase 1 [Source:HGNC Symbol;Acc:HGNC:7155]
1493,ANXA2R,-2.1630776,2.0518909,annexin A2 receptor [Source:HGNC Symbol;Acc:HGNC:33463]
1355,CCDC63,2.429668,-1.8224434,coiled-coil domain containing 63 [Source:HGNC Symbol;Acc:HGNC:26669]
1134,SATB2-AS1,-2.8643508,1.5367677,SATB2 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:26490]
1286,PROSER2-AS1,2.5427048,-1.7285882,PROSER2 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:27343]
1426,SYNE4,-2.2782435,1.9230622,spectrin repeat containing nuclear envelope family member 4 [Source:HGNC Symbol;Acc:HGNC:26703]
1529,COL6A2,-2.0825336,2.0992286,collagen type VI alpha 2 chain [Source:HGNC Symbol;Acc:HGNC:2212]
1468,OLFM1,-2.1976492,1.9867675,olfactomedin 1 [Source:HGNC Symbol;Acc:HGNC:17187]
1634,CARD10,-1.883985,2.31744,caspase recruitment domain family member 10 [Source:HGNC Symbol;Acc:HGNC:16422]
1587,PRSS12,-1.980995,2.1849117,serine protease 12 [Source:HGNC Symbol;Acc:HGNC:9477]
1771,ABCA3,1.6501253,-2.5896602,ATP binding cassette subfamily A member 3 [Source:HGNC Symbol;Acc:HGNC:33]
1287,LGALS9,-2.5376987,1.6702679,galectin 9 [Source:HGNC Symbol;Acc:HGNC:6570]
1681,NIPSNAP3B,1.8089721,-2.326236,nipsnap homolog 3B [Source:HGNC Symbol;Acc:HGNC:23641]
1756,MIR302CHG,-1.6736243,2.5107121,miR-302/367 cluster host gene [Source:HGNC Symbol;Acc:HGNC:41070]
1459,GRIA1,2.213761,-1.8966603,glutamate ionotropic receptor AMPA type subunit 1 [Source:HGNC Symbol;Acc:HGNC:4571]
1305,ZEB2-AS1,-2.5111225,1.669322,ZEB2 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:37149]
1308,VASH2,-2.5068972,1.6575674,vasohibin 2 [Source:HGNC Symbol;Acc:HGNC:25723]
1389,PPP1R9A,2.3720865,-1.7420614,protein phosphatase 1 regulatory subunit 9A [Source:HGNC Symbol;Acc:HGNC:14946]
1509,KLF2,-2.1339562,1.9264836,KLF transcription factor 2 [Source:HGNC Symbol;Acc:HGNC:6347]
1218,FAM131B,-2.6541185,1.5380054,family with sequence similarity 131 member B [Source:HGNC Symbol;Acc:HGNC:22202]
1398,PER3,2.3529735,-1.7337877,period circadian regulator 3 [Source:HGNC Symbol;Acc:HGNC:8847]
1506,SNAI3,2.1388903,-1.8938314,snail family transcriptional repressor 3 [Source:HGNC Symbol;Acc:HGNC:18411]
1436,CDCA7,-2.2620764,1.7815255,cell division cycle associated 7 [Source:HGNC Symbol;Acc:HGNC:14628]
1786,ENDOD1,-1.6211615,2.453839,endonuclease domain containing 1 [Source:HGNC Symbol;Acc:HGNC:29129]
1345,TNFAIP3,-2.4392,1.627197,TNF alpha induced protein 3 [Source:HGNC Symbol;Acc:HGNC:11896]
1793,CD7,-1.6047221,2.4691978,CD7 molecule [Source:HGNC Symbol;Acc:HGNC:1695]
1635,SSTR2,-1.8828399,2.1031795,somatostatin receptor 2 [Source:HGNC Symbol;Acc:HGNC:11331]
1773,SLC43A3,-1.6473931,2.4032779,solute carrier family 43 member 3 [Source:HGNC Symbol;Acc:HGNC:17466]
1369,CPEB4,2.3980796,-1.6473432,cytoplasmic polyadenylation element binding protein 4 [Source:HGNC Symbol;Acc:HGNC:21747]
1589,TAL2,-1.9760717,1.9823726,TAL bHLH transcription factor 2 [Source:HGNC Symbol;Acc:HGNC:11557]
1429,SLC20A2,2.271072,-1.7210146,solute carrier family 20 member 2 [Source:HGNC Symbol;Acc:HGNC:10947]
1777,A2M,1.6396217,-2.3753173,alpha-2-macroglobulin [Source:HGNC Symbol;Acc:HGNC:7]
1416,ACOT1,2.3076463,-1.6834476,acyl-CoA thioesterase 1 [Source:HGNC Symbol;Acc:HGNC:33128]
1499,JCAD,-2.156239,1.8004555,junctional cadherin 5 associated [Source:HGNC Symbol;Acc:HGNC:29283]
1465,NPIPB6,2.206074,-1.7595165,nuclear pore complex interacting protein family member B6 [Source:HGNC Symbol;Acc:HGNC:37454]
1511,MGAT5,2.1321113,-1.800581,"alpha-1,6-mannosylglycoprotein 6-beta-N-acetylglucosaminyltransferase [Source:HGNC Symbol;Acc:HGNC:7049]"
1843,PODXL,-1.5177027,2.511154,podocalyxin like [Source:HGNC Symbol;Acc:HGNC:9171]
1288,EPHB2,-2.5347493,1.500453,EPH receptor B2 [Source:HGNC Symbol;Acc:HGNC:3393]
1380,FN3K,2.3837779,-1.5946891,fructosamine 3 kinase [Source:HGNC Symbol;Acc:HGNC:24822]
1341,GPR157,2.4561617,-1.5265743,G protein-coupled receptor 157 [Source:HGNC Symbol;Acc:HGNC:23687]
1638,CCDC152,-1.8762137,1.9973993,coiled-coil domain containing 152 [Source:HGNC Symbol;Acc:HGNC:34438]
1395,HSD17B11,-2.3588562,1.5885602,hydroxysteroid 17-beta dehydrogenase 11 [Source:HGNC Symbol;Acc:HGNC:22960]
1729,PDZD4,-1.7278651,2.1624339,PDZ domain containing 4 [Source:HGNC Symbol;Acc:HGNC:21167]
1640,ZMAT4,1.8748105,-1.9883226,zinc finger matrin-type 4 [Source:HGNC Symbol;Acc:HGNC:25844]
1406,NEB,2.3378284,-1.5822103,nebulin [Source:HGNC Symbol;Acc:HGNC:7720]
1608,GCOM1,1.9438686,-1.8981084,"GCOM1, MYZAP-POLR2M combined locus [Source:HGNC Symbol;Acc:HGNC:26424]"
1512,HAND2-AS1,2.1317658,-1.7242036,HAND2 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:48872]
1659,TNFRSF18,-1.8382651,1.9982088,TNF receptor superfamily member 18 [Source:HGNC Symbol;Acc:HGNC:11914]
1400,LBX2-AS1,-2.348537,1.5622404,LBX2 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:25136]
1824,ADIRF,-1.5466442,2.368746,adipogenesis regulatory factor [Source:HGNC Symbol;Acc:HGNC:24043]
1430,NEK6,-2.2685554,1.6098777,NIMA related kinase 6 [Source:HGNC Symbol;Acc:HGNC:7749]
1774,TMEM59L,-1.6460754,2.2131286,transmembrane protein 59 like [Source:HGNC Symbol;Acc:HGNC:13237]
1763,CHST15,-1.663813,2.1808164,carbohydrate sulfotransferase 15 [Source:HGNC Symbol;Acc:HGNC:18137]
1684,TNFRSF13C,-1.8069873,1.9885671,TNF receptor superfamily member 13C [Source:HGNC Symbol;Acc:HGNC:17755]
1541,PLEKHA2,2.0512764,-1.7448252,pleckstrin homology domain containing A2 [Source:HGNC Symbol;Acc:HGNC:14336]
1596,PLCE1-AS1,-1.9616352,1.8221018,PLCE1 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:45193]
1451,PARPBP,-2.231809,1.6012173,PARP1 binding protein [Source:HGNC Symbol;Acc:HGNC:26074]
1691,MYRFL,1.7914832,-1.9891587,myelin regulatory factor like [Source:HGNC Symbol;Acc:HGNC:26316]
1569,F2RL3,-2.0098414,1.7714611,F2R like thrombin or trypsin receptor 3 [Source:HGNC Symbol;Acc:HGNC:3540]
1522,GATA2-AS1,-2.1039383,1.6847346,GATA2 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:51108]
1425,KAT2B,2.2793684,-1.5405174,lysine acetyltransferase 2B [Source:HGNC Symbol;Acc:HGNC:8638]
1612,SVEP1,-1.9349866,1.8114874,"sushi, von Willebrand factor type A, EGF and pentraxin domain containing 1 [Source:HGNC Symbol;Acc:HGNC:15985]"
1413,SPA17,-2.3184426,1.5111637,sperm autoantigenic protein 17 [Source:HGNC Symbol;Acc:HGNC:11210]
1629,MSS51,1.8967255,-1.8392392,MSS51 mitochondrial translational activator [Source:HGNC Symbol;Acc:HGNC:21000]
1484,NAMA,2.1744826,-1.5976806,"non-protein coding RNA, associated with MAP kinase pathway and growth arrest [Source:HGNC Symbol;Acc:HGNC:42408]"
1561,RAB9B,2.0233893,-1.7160803,"RAB9B, member RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:14090]"
1454,NOTCH1,-2.225652,1.5433673,notch receptor 1 [Source:HGNC Symbol;Acc:HGNC:7881]
1592,PHLDA1,-1.9678545,1.7332786,pleckstrin homology like domain family A member 1 [Source:HGNC Symbol;Acc:HGNC:8933]
1679,COL14A1,-1.8111933,1.8748679,collagen type XIV alpha 1 chain [Source:HGNC Symbol;Acc:HGNC:2191]
1826,NEXN,1.5417595,-2.1883786,nexilin F-actin binding protein [Source:HGNC Symbol;Acc:HGNC:29557]
1565,SHANK2-AS1,-2.016168,1.6675009,SHANK2 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:40014]
1510,SQOR,2.1327143,-1.5693976,sulfide quinone oxidoreductase [Source:HGNC Symbol;Acc:HGNC:20390]
1698,NQO1,-1.7816869,1.8742877,NAD(P)H quinone dehydrogenase 1 [Source:HGNC Symbol;Acc:HGNC:2874]
1500,MIP,2.154278,-1.5406668,major intrinsic protein of lens fiber [Source:HGNC Symbol;Acc:HGNC:7103]
1469,CYB5D1,-2.1958365,1.5111597,cytochrome b5 domain containing 1 [Source:HGNC Symbol;Acc:HGNC:26516]
1554,ARHGAP31,2.0322363,-1.625031,Rho GTPase activating protein 31 [Source:HGNC Symbol;Acc:HGNC:29216]
1801,TLE3,-1.5887871,2.0767505,"TLE family member 3, transcriptional corepressor [Source:HGNC Symbol;Acc:HGNC:11839]"
1577,HMOX1,-1.9884994,1.6514639,heme oxygenase 1 [Source:HGNC Symbol;Acc:HGNC:5013]
1717,GPR132,1.7496986,-1.876052,G protein-coupled receptor 132 [Source:HGNC Symbol;Acc:HGNC:17482]
1563,GAB1,2.0213454,-1.6237338,GRB2 associated binding protein 1 [Source:HGNC Symbol;Acc:HGNC:4066]
1785,SLC4A8,-1.6217015,2.017803,solute carrier family 4 member 8 [Source:HGNC Symbol;Acc:HGNC:11034]
1658,RAMP2-AS1,-1.8435459,1.7569131,RAMP2 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:44358]
1782,CD68,-1.6282063,1.9852028,CD68 molecule [Source:HGNC Symbol;Acc:HGNC:1693]
1579,XKRX,1.9868898,-1.6049303,XK related X-linked [Source:HGNC Symbol;Acc:HGNC:29845]
1754,COL4A2-AS2,1.6813122,-1.8921597,COL4A2 antisense RNA 2 [Source:HGNC Symbol;Acc:HGNC:39849]
1800,SEPTIN11,-1.5902945,1.9930052,septin 11 [Source:HGNC Symbol;Acc:HGNC:25589]
1723,PPTC7,1.7367637,-1.8168061,protein phosphatase targeting COQ7 [Source:HGNC Symbol;Acc:HGNC:30695]
1767,PREX1,-1.6582639,1.8716568,"phosphatidylinositol-3,4,5-trisphosphate dependent Rac exchange factor 1 [Source:HGNC Symbol;Acc:HGNC:32594]"
1725,PAM,1.7357886,-1.7726496,peptidylglycine alpha-amidating monooxygenase [Source:HGNC Symbol;Acc:HGNC:8596]
1552,NPY5R,-2.0326602,1.5070215,neuropeptide Y receptor Y5 [Source:HGNC Symbol;Acc:HGNC:7958]
1585,MIS18A,-1.9817128,1.5237964,MIS18 kinetochore protein A [Source:HGNC Symbol;Acc:HGNC:1286]
1660,UGT3A2,-1.8373319,1.6366863,UDP glycosyltransferase family 3 member A2 [Source:HGNC Symbol;Acc:HGNC:27266]
1745,CRY2,1.6911416,-1.7756927,cryptochrome circadian regulator 2 [Source:HGNC Symbol;Acc:HGNC:2385]
1833,FANCB,-1.5308896,1.9574827,FA complementation group B [Source:HGNC Symbol;Acc:HGNC:3583]
1626,TICRR,-1.9001178,1.5675699,TOPBP1 interacting checkpoint and replication regulator [Source:HGNC Symbol;Acc:HGNC:28704]
1715,COL6A1,-1.7537769,1.6871481,collagen type VI alpha 1 chain [Source:HGNC Symbol;Acc:HGNC:2211]
1674,ATP2B1,-1.8170832,1.6280689,ATPase plasma membrane Ca2+ transporting 1 [Source:HGNC Symbol;Acc:HGNC:814]
1714,TGFA,1.754025,-1.6842717,transforming growth factor alpha [Source:HGNC Symbol;Acc:HGNC:11765]
1779,PRPS2,-1.6339887,1.7983674,phosphoribosyl pyrophosphate synthetase 2 [Source:HGNC Symbol;Acc:HGNC:9465]
1653,PRCD,-1.8517582,1.5756563,photoreceptor disc component [Source:HGNC Symbol;Acc:HGNC:32528]
1766,VSIG10L2,-1.6597124,1.7560029,V-set and immunoglobulin domain containing 10 like 2 [Source:HGNC Symbol;Acc:HGNC:27879]
1739,TPM3,-1.700934,1.708976,tropomyosin 3 [Source:HGNC Symbol;Acc:HGNC:12012]
1655,STAT4,1.8471999,-1.5682964,signal transducer and activator of transcription 4 [Source:HGNC Symbol;Acc:HGNC:11365]
1650,DSC2,-1.8607477,1.5482036,desmocollin 2 [Source:HGNC Symbol;Acc:HGNC:3036]
1617,FNDC11,-1.9166386,1.5026773,fibronectin type III domain containing 11 [Source:HGNC Symbol;Acc:HGNC:28764]
1853,CD48,-1.5018644,1.9000696,CD48 molecule [Source:HGNC Symbol;Acc:HGNC:1683]
1688,TACC3,-1.795339,1.5793099,transforming acidic coiled-coil containing protein 3 [Source:HGNC Symbol;Acc:HGNC:11524]
1716,TPD52L1,1.7522395,-1.6125991,TPD52 like 1 [Source:HGNC Symbol;Acc:HGNC:12006]
1652,SIAE,1.8553021,-1.503334,sialic acid acetylesterase [Source:HGNC Symbol;Acc:HGNC:18187]
1751,PDE9A,-1.6832044,1.6568193,phosphodiesterase 9A [Source:HGNC Symbol;Acc:HGNC:8795]
1686,KNOP1,-1.8049077,1.5356225,lysine rich nucleolar protein 1 [Source:HGNC Symbol;Acc:HGNC:34404]
1795,IER2,-1.5980082,1.731259,immediate early response 2 [Source:HGNC Symbol;Acc:HGNC:28871]
1776,KLRG1,1.6398796,-1.6730579,killer cell lectin like receptor G1 [Source:HGNC Symbol;Acc:HGNC:6380]
1730,SLC4A11,-1.7252197,1.5882342,solute carrier family 4 member 11 [Source:HGNC Symbol;Acc:HGNC:16438]
1692,LRRC71,-1.7908721,1.519634,leucine rich repeat containing 71 [Source:HGNC Symbol;Acc:HGNC:26556]
1768,SEMA3F,-1.6562027,1.6384559,semaphorin 3F [Source:HGNC Symbol;Acc:HGNC:10728]
1699,TAS1R3,1.780975,-1.5230883,taste 1 receptor member 3 [Source:HGNC Symbol;Acc:HGNC:15661]
1784,TUBA1C,-1.6259295,1.6603447,tubulin alpha 1c [Source:HGNC Symbol;Acc:HGNC:20768]
1797,CGN,-1.5919731,1.6874237,cingulin [Source:HGNC Symbol;Acc:HGNC:17429]
1769,FES,-1.655729,1.6110493,"FES proto-oncogene, tyrosine kinase [Source:HGNC Symbol;Acc:HGNC:3657]"
1704,SECTM1,-1.7691984,1.5005083,secreted and transmembrane 1 [Source:HGNC Symbol;Acc:HGNC:10707]
1719,MSC,-1.740799,1.5186602,musculin [Source:HGNC Symbol;Acc:HGNC:7321]
1747,SMARCD1,-1.6889247,1.5420457,SWI/SNF related BAF chromatin remodeling complex subunit D1 [Source:HGNC Symbol;Acc:HGNC:11106]
1849,PRIM1,-1.5085375,1.6719334,DNA primase subunit 1 [Source:HGNC Symbol;Acc:HGNC:9369]
1850,CADPS2,1.507939,-1.6350653,calcium dependent secretion activator 2 [Source:HGNC Symbol;Acc:HGNC:16018]
1846,PRDM12,1.5150146,-1.5854653,PR/SET domain 12 [Source:HGNC Symbol;Acc:HGNC:13997]
1799,AMER3,-1.5907762,1.5081007,APC membrane recruitment protein 3 [Source:HGNC Symbol;Acc:HGNC:26771]
1818,CCNF,-1.5584137,1.5330839,cyclin F [Source:HGNC Symbol;Acc:HGNC:1591]
1829,GNPNAT1,-1.5373341,1.5372188,glucosamine-phosphate N-acetyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:19980]
1835,ERVV-2,1.5280178,-1.539173,"endogenous retrovirus group V member 2, envelope [Source:HGNC Symbol;Acc:HGNC:39051]"
